codigo,descripcion_original,descripcion_borroni
>3429,Tarugos PY 6 Caja x 4000 (20 cajas de cartulina x 200 ),
>3435,Tarugos PY 7 Caja x 2000 (10 cajas de cartulina x 200 ),
>3430,Tarugos PY 8 Caja x 2000 (20 cajas de cartulina x 100 ),
>3431,Tarugos PY 10 Caja x 1000 (20 cajas de cartulina x 50 ),
>3432,Tarugos PY 12 Caja x 250   (10 cajas de cartulina x 25 ),
>3433,Tarugos PY 14 Caja x 200   (10 cajas de cartulina x 20 ),
>3532,Tarugos PY 5 Caja x 7000 (35 Bolsitas x 200 unid.),
>3533,Tarugos PY 6 Caja x 5000 (25 Bolsitas x 200 unid.),
>3536,Tarugos PY 10 Caja x 1000 (20 Bolsitas x 50 unid.),
>3537,Tarugos PY 12 Caja x 500   (20 Bolsitas x 25 unid.),
>8314,Tarugos PY 5 MAXI - POTE x 2000,
>8315,Tarugos PY 6 MAXI - POTE x 1000,
>8316,Tarugos PY 8 MAXI - POTE x 500,
>8317,Tarugos PY 10 MAXI - POTE x 250,
>3387,Tarugos Hyperfix 10x85 mm,
>3388,Tarugos Hyperfix 10x105 mm,
>3389,Tarugos Hyperfix 10x125 mm,
>3487,Tarugos Hyperfix con Tornillo Tirafondo  10x85 mm Caja x 200 (10 cajas de cartulina x 20+20 ),
>3488,Tarugos Hyperfix con Tornillo Tirafondo  10x105 mm Caja x 200 (10 cajas de cartulina x 20+20 ),
>3489,Tarugos Hyperfix con Tornillo Tirafondo  10x125 mm Caja x 100 (10 cajas de cartulina x 10+10 ),
>3201,PROPER - Colector de Polvo para Taladro  en cajas de 25 unidades,
>3233,Tarugos ESPYGA 5 Bolsa x 1000 unid.,
>3234,Tarugos ESPYGA 6 Bolsa x 1000 unid.,
>3236,Tarugos ESPYGA 10 Bolsa x 250 unid.,
>3237,Tarugos ESPYGA 12 Bolsa x 100 unid.,
>3238,Tarugos ESPYGA 14 Bolsa x 50 unid.,
>3240,Tarugos ESPYGA 5 Caja x 2000 (10 cajas de cartulina x 200 ),
>3241,Tarugos ESPYGA 6 Caja x 2000 (20 cajas de cartulina x 100 ),
>3242,Tarugos ESPYGA 8 Caja x 1000 (20 cajas de cartulina x 50 ),
>3243,Tarugos ESPYGA 10 Caja x 500   (20 cajas de cartulina x 25 ),
>3244,Tarugos ESPYGA 12 Caja x 200   (10 cajas de cartulina x 20 ),
>3245,Tarugos ESPYGA 14 Caja x 100   (10 cajas de cartulina x 10 ),
>3540,Tarugos ESPYGA 5 Caja x 3000 (15 Bolsitas x 200 unid.),
>3541,Tarugos ESPYGA 6 Caja x 3000 (30 Bolsitas x 100 unid.),
>3542,Tarugos ESPYGA 8 Caja x 1500 (30 Bolsitas x 50 unid.),
>3543,Tarugos ESPYGA 10 Caja x 750   (30 Bolsitas x 25 unid.),
>3544,Tarugos ESPYGA 12 Caja x 600   (30 Bolsitas x 20 unid.),
>3545,Tarugos ESPYGA 14 Caja x 300   (30 Bolsitas x 10 unid.),
>3328,Tarugos PY 4  C/T Bolsa x 1000 unid.,
>3325,Tarugos PY 5  C/T Bolsa x 1000 unid.,
>3321,Tarugos PY 8  C/T Bolsa x 500 unid.,
>3322,Tarugos PY 10 C/T Bolsa x 500 unid.,
>3323,Tarugos PY 12 C/T Bolsa x 100 unid.,
>3438,Tarugos PY 4  C/T Caja x 2000 (10 cajas de cartulina x 200 ),
>3439,Tarugos PY 5  C/T Caja x 3000 (20 cajas de cartulina x 150 ),
>3440,Tarugos PY 6  C/T Caja x 2000 (20 cajas de cartulina x 100 ),
>3441,Tarugos PY 8  C/T Caja x 1000 (20 cajas de cartulina x 50 ),
>3442,Tarugos PY 10 C/T Caja x 800   (20 cajas de cartulina x 40 ),
>3443,Tarugos PY 12 C/T Caja x 250   (10 cajas de cartulina x 25 ),
>3550,Tarugos PY 6  C/T Caja x 3000 (30 Bolsitas x 100 unid.),
>3551,Tarugos PY 8  C/T Caja x 1000 (20 Bolsitas x 50 unid.),
>3131,Tarugos PY 5  C/T C/CLAVO-TORNILLO Caja x 2000 (20 cajas de cartulina x 100+100 ),
>3132,Tarugos PY 6  C/T C/CLAVO-TORNILLO Caja x 1000 (20 cajas de cartulina x 50+50 ),
>3133,Tarugos PY 8  C/T C/CLAVO-TORNILLO Caja x 500 (20 cajas de cartulina x 25+25 ),
>3134,Tarugos PY 10 C/T C/CLAVO-TORNILLO Caja x 400   (20 cajas de cartulina x 20+20),
>3370,Tarugos PY PLUS 6 x 40 mm Bolsa x 100 unidades,
>3371,Tarugos PY PLUS 6 x 60 mm Bolsa x 100 unidades,
>3372,Tarugos PY PLUS 6 x 80 mm Bolsa x 100 unidades,
>3374,Tarugos PY PLUS 8 x 60 mm Bolsa x 100 unidades,
>3375,Tarugos PY PLUS 8 x 80 mm Bolsa x 100 unidades,
>3376,Tarugos PY PLUS 8 x 100 mm Bolsa x 100 unidades,
>3471,Tarugos PY PLUS 6 x 60 mm C/ CLAVO-TORNILLO Caja x 250 (10 cajas de cartulina x 25 ),
>3472,Tarugos PY PLUS 6 x 80 mm C/ CLAVO-TORNILLO Caja x 250 (10 cajas de cartulina x 25 ),
>3474,Tarugos PY PLUS 8 x 60 mm C/ CLAVO-TORNILLO Caja x 250 (10 cajas de cartulina x 25 ),
>3385,Tarugos PY Espyral para Placa de Yeso Bolsa de 250 unidades,
>3585,Tarugos PY Espyral para Placa de Yeso Caja x 1500 (30 Bolsitas x 50 unid.),
>3151,Tarugos PY Espyral con TORNILLO p/ Placa de Yeso Caja x 500 (10 cajas de cartulina x 50 ),
>3161,Tarugos PYCK 8 S-10 Bolsa x 250 unidades,
>3162,Tarugos PYCK 8 M-20 Bolsa x 250 unidades,
>3163,Tarugos PYCK 8 L-30 Bolsa x 250 unidades,
>3171,Tarugos PYCK 8 S-10 CON TORNILLO Caja x 500 (10 cajas de cartulina x 50 ),
>3172,Tarugos PYCK 8 M-20 CON TORNILLO Caja x 250 (10 cajas de cartulina x 25 ),
>3173,Tarugos PYCK 8 L-30 CON TORNILLO Caja x 250 (10 cajas de cartulina x 25 ),
>3380,Tarugos Colpy 6  Bolsa x 250 unidades,
>3381,"Tarugos Colpy 8 ""corto"" Bolsa x 250 unidades",
>3382,"Tarugos Colpy 8 ""largo"" Bolsa x 250 unidades",
>3383,Tarugos Colpy 8 S Bolsa x 250 unidades,
>3386,Tarugos Colpy 8 Cerrado Bolsa x 250 unidades,
>3280,Tarugos Colpy 6 para paredes macizas con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 ),
>3281,"Tarugos Colpy 8 ""corto"" para paredes macizas  con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 )",
>3282,"Tarugos Colpy 8 ""largo"" para paredes macizas  con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 )",
>3286,Tarugos Colpy 8 Cerrado para paredes macizas  con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 ),
>3283,Tarugos Colpy 8 S para paredes huecas CON TORNILLOS Caja x 250 (10 cajas de cartulina x 25 ),
>3294,Grampa CLAMPY 19-25 Bolsa x 25 unidades,
>3295,Grampa CLAMPY 25-32 Bolsa x 25 unidades,
>3296,Grampa CLAMPY 32-40 Bolsa x 25 unidades,
>3556,Grampa CLAMPY 19-25 Bolsa x 25 unidades Anti UV,
>3557,Grampa CLAMPY 25-32 Bolsa x 25 unidades Anti UV,
>3558,Grampa CLAMPY 32-40 Bolsa x 25 unidades Anti UV,
>3844,Tarugos Syntor FIT PY 8 Bolsa x 100 unidades,
>3831,Tarugos Syntor Clavo PY 6 Bolsa x 100 unidades,
>3832,Tarugos Syntor Clavo PY 8 Bolsa x 100 unidades,
>3837,Tarugos Syntor Precinto PY 6 Bolsa x 100 unidades,
>3838,Tarugos Syntor Precinto PY 8 Bolsa x 100 unidades,
>3839,Tarugos Syntor Precinto PY 6 Bolsa x 100 unidades Negro Anti UV,
>3840,Tarugos Syntor Precinto PY 8 Bolsa x 100 unidades Negro Anti UV,
>3841,Tarugos Syntor Gancho PY 6 Bolsa x 100 unidades,
>3842,Tarugos Syntor Gancho PY 8 Bolsa x 100 unidades,
>3847,"Tarugos Syntor Grampa Ã 1/2""  PY 6 Bolsa x 100 unidades",
>3848,"Tarugos Syntor Grampa Ã 1/2""  PY 8 Bolsa x 100 unidades",
>3849,"Tarugos Syntor Grampa Ã 5/8""  PY 8 Bolsa x 100 unidades",
>3850,"Tarugos Syntor Grampa Ã 3/4""  PY 8 Bolsa x 100 unidades",
>3855,"Tarugos Syntor Grampa Ã 1/2""  PY 6 Bolsa x 100 unidades Anti UV",
>3856,"Tarugos Syntor Grampa Ã 1/2""  PY 8 Bolsa x 100 unidades Anti UV",
>3857,"Tarugos Syntor Grampa Ã 5/8""  PY 8 Bolsa x 100 unidades Anti UV",
>3858,"Tarugos Syntor Grampa Ã 3/4""  PY 8 Bolsa x 100 unidades Anti UV",
>3111,Tarugos PY 6 Univ. Bolsa de polietileno x 1000,
>3112,Tarugos PY 8 Univ. Bolsa de polietileno x 500,
>3113,Tarugos PY 10 Univ. Bolsa de polietileno x 250,
>3121,Tarugos PY 6 Univ. Caja x 2000 (20 cajas de cartulina x 100 ),
>3122,Tarugos PY 8 Univ. Caja x 1000 (20 cajas de cartulina x 50 ),
>3123,Tarugos PY 10 Univ. Caja x 250   (10 cajas de cartulina x 25 ),
>3141,Tarugos PY 6 Univ. Caja x 1000 (20 cajas de cartulina x 50 ),
>3142,Tarugos PY 8 Univ. Caja x 500   (20 cajas de cartulina x 25 ),
>3143,Tarugos PY 10 Univ. Caja x 200   (10 cajas de cartulina x 20 ),
>3330,Tarugos PY 5 P/Pre. Bolsa de polietileno x 1000,
>3331,Tarugos PY 6 P/Pre. Bolsa de polietileno x 1000,
>3332,Tarugos PY 8 P/Pre. Bolsa de polietileno x 500,
>3334,Tarugos PY 10 P/Pr. Bolsa de polietileno x 200,
>3333,Tarugos PY 14 P/Pr. Bolsa de polietileno x 50,
>3450,Tarugos PY 5 P/Pre. Caja x 2000 (20 cajas de cartulina x 100 ),
>3451,Tarugos PY 6 P/Pre. Caja x 2000 (20 cajas de cartulina x 100 ),
>3452,Tarugos PY 8 P/Pre. Caja x 1000 (20 cajas de cartulina x 50 ),
>3453,Tarugos PY 10 P/Pr. Caja x 500   (20 cajas de cartulina x 25 ),
>4314," Precintos de Nylon 3,6 x 140 mm Bolsa X 100 unid.",
>4320," Precintos de Nylon 3,6 x 200 mm Bolsa X 100 unid.",
>4420," Precintos de Nylon 4,8 x 200 mm Bolsa X 100 unid.",
>4430," Precintos de Nylon 4,8 x 300 mm Bolsa X 100 unid.",
>4736," Precintos de Nylon 7,6 x 365 mm Bolsa X 100 unid.",
>6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,
>4010,Abrazadera de Encastre Regulable 9-11 Bolsa x 100 unid.,
>4011,Abrazadera de Encastre Regulable 11-13 Bolsa x 100 unid.,
>4012,Abrazadera de Encastre Regulable 13-15 Bolsa x 100 unid.,
>4013,Abrazadera de Encastre Regulable 15-17 Bolsa x 100 unid.,
>4014,Abrazadera de Encastre Regulable 17-19 Bolsa x 100 unid.,
>4015,Abrazadera de Encastre Regulable 19-21 Bolsa x 100 unid.,
>4016,Abrazadera de Encastre Regulable 21-23 Bolsa x 100 unid.,
>4017,Abrazadera de Encastre Regulable 23-25 Bolsa x 100 unid.,
>4018,Abrazadera de Encastre Regulable 25-27 Bolsa x 100 unid.,
>4019,Abrazadera de Encastre Regulable 27-29 Bolsa x 100 unid.,
>4020,Abrazadera de Encastre Regulable 29-31 Bolsa x 100 unid.,
>4021,Abrazadera de Encastre Regulable 31-33 Bolsa x 100 unid.,
>4022,Abrazadera de Encastre Regulable 33-35 Bolsa x 100 unid.,
>4023,Abrazadera de Encastre Regulable 35-38 Bolsa x 100 unid.,
>4024,Abrazadera de Encastre Regulable 38-41 Bolsa x 50 unid.,
>4025,Abrazadera de Encastre Regulable 41-44 Bolsa x 50 unid.,
>4026,Abrazadera de Encastre Regulable 44-47 Bolsa x 50 unid.,
>4027,Abrazadera de Encastre Regulable 47-50 Bolsa x 50 unid.,
>4028,Abrazadera de Encastre Regulable 50-54 Bolsa x 50 unid.,
>4029,Abrazadera de Encastre Regulable 54-58 Bolsa x 50 unid.,
>4030,Abrazadera de Encastre Regulable 58-62 Bolsa x 50 unid.,
>4031,Abrazadera de Encastre Regulable 62-66 Bolsa x 50 unid.,
>4032,Pinza Profesional para cierre y apertura,
>3931,Tarugos PY 5 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.),
>3932,Tarugos PY 6 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.),
>3934,Tarugos PY 8 con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.),
>3935,Tarugos PY 10 con Tornillos Caja x 250 (10 Bolsitas x 25+25 unid.),
>3940,Tarugos ESPYGA 5 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.),
>3941,Tarugos ESPYGA 6 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.),
>3942,Tarugos ESPYGA 8 con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.),
>3943,Tarugos ESPYGA 10 con Tornillos Caja x 250 (10 Bolsitas x 25+25 unid.),
>3950,Tarugos PY 6  C/T con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.),
>3951,Tarugos PY 8  C/T con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.),
>3960,Tarugos PY Espyral con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.),
>3961,Tarugos PYCK 8 S-10 con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.),
>7031," Caja con 6 APYLABLES de 4 MÃ³dulos con Tornillos  (75 Tarugos PY 5,  50 Tarugos PY 6,  25 Tarugos PY 8,  15 Tarugos PY 10)",
>7032," Caja con 6 APYLABLES de 4 MÃ³dulos con Tornillos (30 Tarugos PY 5 + Tornillos, 20 Tarugos PY 6 + Tornillos, 12 Tarugos PY 8 + Tornillos, 10 Tarugos PY 10 + Tornillos)",
>7036," Caja con 6 APYLABLES de 4 MÃ³dulos con Tornillos (50 Tarugos ESPYGA 5, 30 Tarugos ESPYGA 6, 20 Tarugos ESPYGA 8, 10 Tarugos ESPYGA 10)",
>7034," Caja con 6 APYLABLES de 3 MÃ³dulos (10 Tarugos Espyga PY 8 + Tornillos, 5 Tarugos Espyga PY 10 + Tornillos, 10 Espyral + Tornillos)",
>7033," Caja con 6 APYLABLES de 3 MÃ³dulos (20 Tarugos PY 6 U + Tornillos, 10 Tarugos PY 8 U + Tornillos, 10 Espyral + Tornillos)",
>7035," Caja con 6 APYLABLES de 3 MÃ³dulos (75 Grampyta PY 8, 50 Grampyta PY 6 Coaxil, 50 Grampyta PY 8 Coaxil)",
>3100,Envase EXPENDEDOR Transparente NÂº 1  Contiene: 1000 PY 5 - 1000 PY 6 - 500 PY 8,
>3101,Envase EXPENDEDOR Transparente NÂº 2  Contiene: 1000 PY 6 - 500 PY 8 - 250 PY 10,
>6427,Tarugos en POTES TRANSPARENTES PY 4 Caja x 3000 (12 Potes Transp. X 250),
>6428,Tarugos en POTES TRANSPARENTES PY 5 Caja x 3600 (18 Potes Transp. X 200),
>6429,Tarugos en POTES TRANSPARENTES PY 6 Caja x 1800 (18 Potes Transp. X 100),
>6430,Tarugos en POTES TRANSPARENTES PY 8 Caja x 900   (18 Potes Transp. X 50),
>6431,Tarugos en POTES TRANSPARENTES PY 10 Caja x 450   (18 Potes Transp. X 25),
>6300,Tarugos en POTES TRANSPARENTE PY 4 c/Tornillo Caja x 1200 (12 Potes Transp. X 100),
>6301,Tarugos en POTES TRANSPARENTE PY 5 c/Tornillo Caja x 1800 (18 Potes Transp. X 100),
>6302,Tarugos en POTES TRANSPARENTE PY 6 c/Tornillo Caja x 1350 (18 Potes Transp. X 75),
>6303,Tarugos en POTES TRANSPARENTE PY 8 c/Tornillo Caja x 720   (18 Potes Transp. X 40),
>6040,Tarugos en POTES TRANSPARENTE ESPYGA 5 c/Tornillo Caja x 540 (18 Potes Transp. X 30),
>6041,Tarugos en POTES TRANSPARENTE ESPYGA 6 c/Tornillo Caja x 450 (18 Potes Transp. X 25),
>6042,Tarugos en POTES TRANSPARENTE ESPYGA 8 c/Tornillo Caja x 450 (18 Potes Transp. X 25),
>6043,Tarugos en POTES TRANSPARENTE ESPYGA 10 c/Tornillo Caja x 270 (18 Potes Transp. X 15),
>6439,Tarugos en POTES TRANSPARENTE PY 5  C/T Caja x 2700 (18 Potes Transp. X 150),
>6440,Tarugos en POTES TRANSPARENTE PY 6  C/T Caja x 1800 (18 Potes Transp. X 100),
>6441,Tarugos en POTES TRANSPARENTE PY 8  C/T Caja x 900   (18 Potes Transp. X 50),
>6442,Tarugos en POTES TRANSPARENTE PY 10 C/T Caja x 450   (18 Potes Transp. X 25),
>6450,Tarugos en POTES TRANSPARENTE PY 5 P/PRECINTOS  Caja x 450 (18 Potes Transp. X 25),
>6451,Tarugos en POTES TRANSPARENTE PY 6 P/PRECINTOS  Caja x 450 (18 Potes Transp. X 25),
>6452,Tarugos en POTES TRANSPARENTE PY 8 P/PRECINTOS  Caja x 450 (18 Potes Transp. X 25),
>6141,Tarugos en POTES TRANSPARENTE PY 6 Universal con Tornillo Caja x 900 (18 Potes Transp. X 50),
>6142,Tarugos en POTES TRANSPARENTE PY 8 Universal con Tornillo Caja x 450 (18 Potes Transp. X 25),
>6143,Tarugos en POTES TRANSPARENTE PY 10 Universal con Tornillo Caja x 270 (18 Potes Transp. X 15),
>3805,Tarugos en POTES TRANSPARENTE PY  Espyral con Tornillo Caja x 240 (12 Potes Transp. X 20),
>678,Grampyta PY 5  Bolsa x 750 (15 bolsitas x 50 unid) BLANCA,
>680,Grampyta PY 8  Bolsa x 750 (15 bolsitas x 50 unid) BLANCA,
>682,Grampyta PY 10 Bolsa x 750 (15 bolsitas x 50 unid) BLANCA,
>684,Grampyta Coaxil PY6 Bolsa x 750 (15 bolsitas x 50 unid) BLANCA,
>686,Grampyta Coaxil PY8 Bolsa x 750 (15 bolsitas x 50 unid) BLANCA,
>688,Grampyta PY Ã 10 Bolsa x 300 (15 bolsitas x 20 unid) BLANCA,
>679,Grampyta PY 5  Bolsa x 750 (15 bolsitas x 50 unid) GRIS,
>681,Grampyta PY 8  Bolsa x 750 (15 bolsitas x 50 unid) GRIS,
>683,Grampyta PY 10 Bolsa x 750 (15 bolsitas x 50 unid) GRIS,
>685,Grampyta Coaxil PY6 Bolsa x 750 (15 bolsitas x 50 unid) NEGRA,
>687,Grampyta Coaxil PY8 Bolsa x 750 (15 bolsitas x 50 unid) NEGRA,
>689,Grampyta PY Ã 10 Bolsa x 300 (15 bolsitas x 20 unid) NEGRA,
>2215,Grampyta PY 5  Caja x 3000 (12 Potes x 250 unid) BLANCA,
>2216,Grampyta PY 8  Caja x 3000 (12 Potes x 250 unid) BLANCA,
>2217,Grampyta PY 10 Caja x 2400 (12 Potes x 200 unid) BLANCA,
>2218,Grampyta Coaxil PY6 Caja x 1800 (12 Potes x 150 unid) BLANCA,
>2219,Grampyta Coaxil PY8 Caja x 1800 (12 Potes x 150 unid) BLANCA,
>2220,Grampyta PY Ã 10 Caja x   960 (12 Potes x  80 unid) BLANCA,
>2315,Grampyta PY 5 Caja x 3000 (12 Potes x 250 unid) GRIS,
>2316,Grampyta PY 8  Caja x 3000 (12 Potes x 250 unid) GRIS,
>2317,Grampyta PY 10 Caja x 2400 (12 Potes x 200 unid) GRIS,
>2318,Grampyta Coaxil PY6 Caja x 1800 (12 Potes x 150 unid) NEGRA,
>2319,Grampyta Coaxil PY8 Caja x 1800 (12 Potes x 150 unid) NEGRA,
>2320,Grampyta PY Ã 10 Caja x   960 (12 Potes x  80 unid) NEGRA,
>4056,"Gancho para Techo ""J"" 50 con Tuerca de 1/4"" + arandela casquete + arandela de PVC Bolsa x 100 Un.",
>4057,"Gancho para Techo ""J"" 60  con Tuerca de 1/4"" + arandela casquete + arandela de PVC Bolsa x 100 Un.",
>4058,"Gancho para Techo ""J"" 70  con Tuerca de 1/4"" + arandela casquete + arandela de PVC Bolsa x 100 Un.",
>4059,"Gancho para Techo ""J"" 80  con Tuerca de 1/4"" + arandela casquete + arandela de PVC Bolsa x 100 Un.",
>4060,"Gancho para Techo ""J"" 90  con Tuerca de 1/4"" + arandela casquete + arandela de PVC Bolsa x 100 Un.",
>4061,"Gancho para Techo ""J"" 100  con Tuerca de 1/4"" + arandela casquete + arandela de PVC Bolsa x 100 Un.",
>3342,PYTONES ABIERTOS PY 5 S/TOPE Caja x 100 Un.,
>3343,PYTONES ABIERTOS PY 6 S/TOPE Caja x 100 Un.,
>3344,PYTONES ABIERTOS PY 8 S/TOPE Caja x 100 Un.,
>3360,PYTONES ABIERTOS PY 10 S/TOPE Caja x 25 Un.,
>3390,PYTONES ABIERTOS PY 12 S/TOPE Caja x 15 Un.,
>3351,PYTONES ABIERTOS PY 5 C/TOPE Caja x 50 Un.,
>3352,PYTONES ABIERTOS PY 6 C/TOPE Caja x 50 Un.,
>3353,PYTONES ABIERTOS PY 8 C/TOPE Caja x 50 Un.,
>3363,PYTONES ABIERTOS PY 10 C/TOPE Caja x 25 Un.,
>3393,PYTONES ABIERTOS PY 12 C/TOPE Caja x 15 Un.,
>3345,PYTONES CERRADO PY 5 S/TOPE Caja x 100 Un.,
>3346,PYTONES CERRADO PY 6 S/TOPE Caja x 100 Un.,
>3347,PYTONES CERRADO PY 8 S/TOPE Caja x 100 Un.,
>3361,PYTONES CERRADO PY 10 S/TOPE Caja x 25 Un.,
>3391,PYTONES CERRADO PY 12 S/TOPE Caja x 15 Un.,
>3354,PYTONES CERRADO PY 5 C/TOPE Caja x 50 Un.,
>3355,PYTONES CERRADO PY 6 C/TOPE Caja x 50 Un.,
>3356,PYTONES CERRADO PY 8 C/TOPE Caja x 50 Un.,
>3364,PYTONES CERRADO PY 10 C/TOPE Caja x 25 Un.,
>3394,PYTONES CERRADO PY 12 C/TOPE Caja x 15 Un.,
>3348,PYTONES ESCUADRA PY 5 S/TOPE Caja x 100 Un.,
>3349,PYTONES ESCUADRA PY 6 S/TOPE Caja x 100 Un.,
>3350,PYTONES ESCUADRA PY 8 S/TOPE Caja x 100 Un.,
>3362,PYTONES ESCUADRA PY 10 S/TOPE Caja x 25 Un.,
>3392,PYTONES ESCUADRA PY 12 S/TOPE Caja x 15 Un.,
>3357,PYTONES ESCUADRA PY 5 C/TOPE Caja x 50 Un.,
>3358,PYTONES ESCUADRA PY 6 C/TOPE Caja x 50 Un.,
>3359,PYTONES ESCUADRA PY 8 C/TOPE Caja x 50 Un.,
>3365,PYTONES ESCUADRA PY 10 C/TOPE Caja x 25 Un.,
>3395,PYTONES ESCUADRA PY 12 C/TOPE Caja x 15 Un.,
>13342,Abiertos PY 5 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),
>13343,Abiertos PY 6 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),
>13344,Abiertos PY 8 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),
>13360,Abiertos PY 10 S/TOPE BOX x 500 u.  (20 cajas x 25 u.),
>13390,Abiertos PY 12 S/TOPE BOX x 300 u.  (20 cajas x 15 u.),
>13351,Abiertos PY 5 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),
>13352,Abiertos PY 6 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),
>13353,Abiertos PY 8 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),
>13363,Abiertos PY 10 C/TOPE BOX x 500 u.  (20 cajas x 25 u.),
>13393,Abiertos PY 12 C/TOPE BOX x 300 u.  (20 cajas x 15 u.),
>13345,Cerrados PY 5 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),
>13346,Cerrados PY 6 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),
>13347,Cerrados PY 8 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),
>13361,Cerrados PY 10 S/TOPE BOX x 500 u.  (20 cajas x 25 u.),
>13391,Cerrados PY 12 S/TOPE BOX x 300 u.  (20 cajas x 15 u.),
>13354,Cerrados PY 5 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),
>13355,Cerrados PY 6 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),
>13356,Cerrados PY 8 C/TOPE BOX x 1000 u.  (20 cajas x 50 u.),
>13364,Cerrados PY 10 C/TOPE BOX x 500 u.  (20 cajas x 25 u.),
>13394,Cerrados PY 12 C/TOPE BOX x 300 u.  (20 cajas x 15 u.),
>13348,Escuadras PY 5 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),
>13349,Escuadras PY 6 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),
>13350,Escuadras PY 8 S/TOPE BOX x 2000 u.(20 cajas x 100 u.),
>13362,Escuadras PY 10 S/TOPE BOX x 500 u.  (20 cajas x 25 u.),
>13392,Escuadras PY 12 S/TOPE BOX x 300 u.  (20 cajas x 15 u.),
>13357,Escuadras PY 5 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),
>13358,Escuadras PY 6 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),
>13359,Escuadras PY 8 C/TOPE BOX x 1000 u.(20 cajas x 50 u.),
>13365,Escuadras PY 10 C/TOPE BOX x 500 u.  (20 cajas x 25 u.),
>13395,Escuadras PY 12 C/TOPE BOX x 300 u.  (20 cajas x 15 u.),
>790757863441,FIN,
>16,A CUENTA DE IMPORTACION DE INSUMOS INDUSTRIALES,
>5000-U-2.1/2,"GRAMPA U BOLT 2 1/2""",
>17,PRUEBA,
>TTRG2NC047016Z,TOR. TANQ. RAN. G2 3/16 X 5/8 ZINC,
>BHG5MA10050CCD,"BULON HEXAGONAL (8.8) M10-1,50-50 DICRO CON CUELLO",
>APB140Z,ARANDELA PLANA BISELADA 9/16 ZINC,ARANDELAS PLANAS 9/16
>APB079Z,ARANDELA PLANA BISELADA 5/16 ZINC,
>TUTHCG2MC14D,TCA .HEX.TORN CONTRAT. G2 M14-1 DICRO,
>TUHPG2NC110Z,TUERCA HEXAGONAL PESADA G2 7/16-UNC (14) ZINC,TUERCAS HEXAGONALES ESTAMPADAS - GRADO 2 7/16
>TUTHCBG2MC020N,TCA.TORN.CASTILLO BAJA G2 M20-1 NAT,
>REVISTA,REVISTA MAGAZINE BULONERO,
>PACG10MA08040F,"PRIS.ALLEN C/CIL.G10 M8-1,25-40 FOSF",
>TUABG2MA33D,"TUERCA AUTOFR.BAJA G2 M33-3,5 DICRO",
>AP125B14Z,ARANDELA PLANA DIN125B14 ZINC,
>TUTHCG2MA10DIZQ,TCA.HEX.TORN CONTRAT. G2 M10-1.50 DICRO IZQUIERDA,
>XHMN14050ZINC,AUTOPERF.C/HEX. PTA MECHA NÂ°14X2 ZINC,
>AG125Z,ARANDELA GROWER 1/2 ZINC,
>AG095Z,ARANDELA GROWER 3/8 ZINC,
>TO52.M6.16.CA,TO52.M6.16.CA - TORNILLO CABEZA FRESADA P/ALLEN M6X16MM,
>TO52.55.16,TO52.55.16 - TORNILLO CABEZA REDONDA 12-24X16,
>TO52.55.20.E,TO52.55.20.E - TORNILLO CABEZA HEXAGONAL 12-24X20MM E,
>TO52.M6.16.E,TO52.M6.16.E - TORNILLO CABEZA HEXAGONAL M6X16MM,
>TUFDG2MA08ZA,TUERCA HEXAGONAL FLANGE DENTADA G2 M8-1.25 DICRO,
>XTADN06025F,AUTOPERF TROMP.P/AGUJA DURLOCK NÂ°6X1,
>TTRG2NC047012Z,TOR. TANQ. RAN. G2 3/16 X 1/2 ZINC,
>TUTHCG2MC14N,TCA .HEX.TORN CONTRAT. G2 M14-1 NATURAL,
